id,type,delay,adoption_time,contract
1,L,0,0,S
2,L,0,0,S
3,L,0,0,S
7,L,0,0,S
8,L,0,0,S
9,L,0,0,S
10,L,0,0,S
12,L,0,0,S
13,L,0,0,S
16,L,0,0,S
19,L,0,0,S
22,L,0,0,S
23,L,0,0,S
25,L,0,0,S
26,L,0,0,S
27,L,0,0,S
34,L,0,0,S
41,L,0,0,S
42,L,0,0,S
43,L,0,0,S
44,L,0,0,S
45,L,0,0,S
46,L,0,0,S
47,L,0,0,S
49,L,0,0,S
50,L,0,0,S
51,L,0,0,S
52,L,0,0,S
56,L,0,0,S
58,L,0,0,S
59,L,0,0,S
66,L,0,0,S
67,L,0,0,S
68,L,0,0,S
69,L,0,0,S
70,L,0,0,S
73,L,0,0,S
75,L,0,0,S
77,L,0,0,S
78,L,0,0,S
79,L,0,0,S
81,L,0,0,S
84,L,0,0,S
85,L,0,0,S
88,L,0,0,S
89,L,0,0,S
90,L,0,0,S
93,L,0,0,S
94,L,0,0,S
95,L,0,0,S
100,L,0,0,S
104,L,0,0,S
106,L,0,0,S
107,L,0,0,S
108,L,0,0,S
111,L,0,0,S
113,L,0,0,S
116,L,0,0,S
119,L,0,0,S
124,L,0,0,S
125,L,0,0,S
126,L,0,0,S
130,L,0,0,S
131,L,0,0,S
134,L,0,0,S
135,L,0,0,S
136,L,0,0,S
139,L,0,0,S
140,L,0,0,S
142,L,0,0,S
144,L,0,0,S
145,L,0,0,S
148,L,0,0,S
149,L,0,0,S
152,L,0,0,S
154,L,0,0,S
155,L,0,0,S
156,L,0,0,S
158,L,0,0,S
159,L,0,0,S
160,L,0,0,S
162,L,0,0,S
165,L,0,0,S
166,L,0,0,S
168,L,0,0,S
169,L,0,0,S
172,L,0,0,S
175,L,0,0,S
176,L,0,0,S
177,L,0,0,S
178,L,0,0,S
179,L,0,0,S
183,L,0,0,S
184,L,0,0,S
185,L,0,0,S
187,L,0,0,S
188,L,0,0,S
189,L,0,0,S
190,L,0,0,S
191,L,0,0,S
192,L,0,0,S
194,L,0,0,S
197,L,0,0,S
